title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
RM Barokah,3.5,2 reviews,Javanese restaurant,"P579+HR8, Jl. Trans Sulawesi, Hialu Utama (Upt. Hialu II), Kec. Wiwirano, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.2860871, 122.1695667",https://www.google.com/maps/place/RM+Barokah/data=!4m7!3m6!1s0x2d998ffa3a1982b9:0x8ded1dd63e489d8e!8m2!3d-3.2860871!4d122.1695667!16s%2Fg%2F11j2mmkkn9!19sChIJuYIZOvqPmS0Rjp1IPtYd7Y0?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
Rumahnya Rini,,,Restaurant,"F4J7+47C, Jl. Poros Bungku Sel. - Kendari, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5196719, 122.1130089",https://www.google.com/maps/place/Rumahnya+Rini/data=!4m7!3m6!1s0x2d99bb9321c457dd:0x995c416901b36ec!8m2!3d-3.5196719!4d122.1130089!16s%2Fg%2F11s8d50ddg!19sChIJ3VfEIZO7mS0R7DYbkBbElQk?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rm. Sari Bundo,,,Restaurant,"F4H7+MRJ, Jl. Poros Bungku Sel. - Kendari, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5207961, 122.1145105",https://www.google.com/maps/place/Rm.+Sari+Bundo/data=!4m7!3m6!1s0x2d99bb891bbbb249:0xb94c3c1030a7d900!8m2!3d-3.5207961!4d122.1145105!16s%2Fg%2F11rhdlftn6!19sChIJSbK7G4m7mS0RANmnMBA8TLk?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rumah Makan Sagalo Raso Masakan Padang,5.0,3 reviews,Padang restaurant,"P56C+HPR, Hialu Utama (Upt. Hialu II), Wiwirano, North Konawe Regency, South East Sulawesi 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.28851, 122.171767",https://www.google.com/maps/place/Rumah+Makan+Sagalo+Raso+Masakan+Padang/data=!4m7!3m6!1s0x2d998f1ddff19a39:0x33281018e8b5cb73!8m2!3d-3.28851!4d122.171767!16s%2Fg%2F11h4xnjcqv!19sChIJOZrx3x2PmS0Rc8u16BgQKDM?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park, North Konawe ,,,,,,,,,,,
Rm. Pangkep 79,5.0,1 review,Restaurant,"F4J7+46C, Jl. Poros Bungku Sel. - Kendari, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5196899, 122.1130079",https://www.google.com/maps/place/Rm.+Pangkep+79/data=!4m7!3m6!1s0x2d99bb899a36e979:0xc12ff2f3916c00ca!8m2!3d-3.5196899!4d122.1130079!16s%2Fg%2F11t6_q7y0b!19sChIJeek2mom7mS0RygBskfPyL8E?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Warung Makan Pariama 24 jam,,,Indonesian restaurant,"P62P+Q82, Pariama, Langgikima, North Konawe Regency, South East Sulawesi 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.2984293, 122.2364626",https://www.google.com/maps/place/Warung+Makan+Pariama+24+jam/data=!4m7!3m6!1s0x2d9985baf2f1d84f:0x98a0e078d79d06de!8m2!3d-3.2984293!4d122.2364626!16s%2Fg%2F11s7v4f8v4!19sChIJT9jx8rqFmS0R3gad13jgoJg?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Warung Mbak Mar,,,Restaurant,"F44Q+838, Jl. Poros Bungku Sel. - Kendari, Lahimbua, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5442134, 122.1377024",https://www.google.com/maps/place/Warung+Mbak+Mar/data=!4m7!3m6!1s0x2d99bb778daa6d7f:0xf5b1bd9f69491841!8m2!3d-3.5442134!4d122.1377024!16s%2Fg%2F11fk960j6h!19sChIJf22qjXe7mS0RQRhJaZ-9sfU?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Nasi Kuning Kiana,,,Restaurant,"F4M6+39V, Jl. Poros Bungku Sel. - Kendari, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5172735, 122.1109374",https://www.google.com/maps/place/Nasi+Kuning+Kiana/data=!4m7!3m6!1s0x2d99bc75ec757979:0x51dd7a67962d7e9f!8m2!3d-3.5172735!4d122.1109374!16s%2Fg%2F11s16svgwk!19sChIJeXl17HW8mS0Rn34tlmd63VE?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
Warung Nene,3.5,2 reviews,Restaurant,"F44Q+3CJ, Lorong Rumah Sakit, Lahimbua, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:082311124165, Open 24 hours,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5447875, 122.1385089",https://www.google.com/maps/place/Warung+Nene/data=!4m7!3m6!1s0x2d99bb85b474c27b:0x50fc66cbf57cc3e6!8m2!3d-3.5447875!4d122.1385089!16s%2Fg%2F11gj4wfq2s!19sChIJe8J0tIW7mS0R5sN89ctm_FA?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rumah Makan Madinah,4.3,3 reviews,Restaurant,"F4M5+VMJ, Jl. Poros Bungku Sel. - Kendari, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:082339888682, 8AM to 11PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5152833, 122.1091402",https://www.google.com/maps/place/Rumah+Makan+Madinah/data=!4m7!3m6!1s0x2d99bdc10ba8131f:0x345e641660eb00ea!8m2!3d-3.5152833!4d122.1091402!16s%2Fg%2F11j0868lkm!19sChIJHxOoC8G9mS0R6gDrYBZkXjQ?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rumah Makan Raisya,4.5,10 reviews,Seafood restaurant,"F4P5+897, Jl. Poros Bungku Sel. - Kendari, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5142027, 122.1084226",https://www.google.com/maps/place/Rumah+Makan+Raisya/data=!4m7!3m6!1s0x2d99bdd79fe34407:0x8323b2608d50d17a!8m2!3d-3.5142027!4d122.1084226!16s%2Fg%2F11rqndqf3z!19sChIJB0Tjn9e9mS0RetFQjWCyI4M?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Konawe Utara,,,,,,,,,,,
Warung Makan Lisa,,,Restaurant,"F47Q+52V, Jl. Poros Bungku Sel. - Kendari, Lamondowo, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5370175, 122.1375504",https://www.google.com/maps/place/Warung+Makan+Lisa/data=!4m7!3m6!1s0x2d99bb0c52c18167:0x651a9b1e4d756555!8m2!3d-3.5370175!4d122.1375504!16s%2Fg%2F11rhp7hh61!19sChIJZ4HBUgy7mS0RVWV1TR6bGmU?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park,  Konawe Utara,,,,,,,,,,,
Rumah Makan Sorume,,,Restaurant,"F4P5+3PQ, Jl. Poros Bungku Sel. - Kendari, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5147896, 122.109372",https://www.google.com/maps/place/Rumah+Makan+Sorume/data=!4m7!3m6!1s0x2d99bc746016a671:0x6578ede0350a10d4!8m2!3d-3.5147896!4d122.109372!16s%2Fg%2F11p7986939!19sChIJcaYWYHS8mS0R1BAKNeDteGU?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
,,,,,,,,,,,,,,"-8.6847471, 115.1533311",https://www.google.com/maps/place/Rm.+Aro+Jaya+Masakan+Padang/data=!4m7!3m6!1s0x2d99bb88b70d0eb1:0xc394cd5466941045!8m2!3d-3.5216949!4d122.116621!16s%2Fg%2F11pdn013ht!19sChIJsQ4Nt4i7mS0RRRCUZlTNlMM?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,
Rumah Makan Ersya,,,Restaurant,"Lamonae, Wiwirano, North Konawe Regency, South East Sulawesi ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.2364738, 122.1481138",https://www.google.com/maps/place/Rumah+Makan+Ersya/data=!4m7!3m6!1s0x2d9988cbc76f0c3f:0x32c88d8d61a3911a!8m2!3d-3.2364738!4d122.1481138!16s%2Fg%2F11s4605ppk!19sChIJPwxvx8uImS0RGpGjYY2NyDI?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
AZHARI RUMAH MAKAN,3.8,13 reviews,Restaurant,"F4J6+VGJ, Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",, 6:35AM to 5:30PM,Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Lunch | Dinner | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5177915, 122.1112625",https://www.google.com/maps/place/AZHARI+RUMAH+MAKAN/data=!4m7!3m6!1s0x2d99bc75f7291d73:0xc5efd956faed8292!8m2!3d-3.5177915!4d122.1112625!16s%2Fg%2F11c6087tsg!19sChIJcx0p93W8mS0RkoLt-lbZ78U?authuser=0&hl=en&rclk=1,, North Konawe ,,,Accepts reservations,,,,,,,,
Rm.Alhidayah,,,Restaurant,"F45P+CW7, Jl. Poros Bungku Sel. - Kendari, Lahimbua, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5414745, 122.1373087",https://www.google.com/maps/place/Rm.Alhidayah/data=!4m7!3m6!1s0x2d99bb0f08b3715d:0xbcb3ad952a1d6!8m2!3d-3.5414745!4d122.1373087!16s%2Fg%2F11rhp7q4s9!19sChIJXXGzCA-7mS0R1qFS2TrLCwA?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rm.Jawa Tengah,1.0,1 review,Restaurant,"F46Q+X4F, Jl. Poros Bungku Sel. - Kendari, Lamondowo, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5375643, 122.1377974",https://www.google.com/maps/place/Rm.Jawa+Tengah/data=!4m7!3m6!1s0x2d99bb0db576dc73:0x1fdb223bcd2a6ce7!8m2!3d-3.5375643!4d122.1377974!16s%2Fg%2F11p798brsk!19sChIJc9x2tQ27mS0R52wqzTsi2x8?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
WR. PERMATA,5.0,1 review,Restaurant,"F48Q+V44, Jl. Poros Bungku Sel. - Kendari, Lamondowo, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5328733, 122.1378279",https://www.google.com/maps/place/WR.+PERMATA/data=!4m7!3m6!1s0x2d99bb72e2f7b96d:0x9d9444e784739953!8m2!3d-3.5328733!4d122.1378279!16s%2Fg%2F11s0z15b_r!19sChIJbbn34nK7mS0RU5lzhOdElJ0?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park,  Konawe Utara,,,,,,,,,,,
BAKSO AREMA,5.0,1 review,Bakso restaurant,"P66M+CHP, Molore, Langgikima, North Konawe Regency, South East Sulawesi 93353 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.2889059, 122.2339641",https://www.google.com/maps/place/BAKSO+AREMA/data=!4m7!3m6!1s0x2d998581d523a64f:0xe1527d4b3000e336!8m2!3d-3.2889059!4d122.2339641!16s%2Fg%2F11qbwrkb17!19sChIJT6Yj1YGFmS0RNuMAMEt9UuE?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, North Konawe ,,,,,,,,,,,
Rumah Makan MAROS,4.3,130 reviews,Indonesian restaurant,"F4H8+9J8, Jl. Poros Bungku Sel. - Kendari, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",, 9AM to 10PM,Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5215966, 122.1165847",https://www.google.com/maps/place/Rumah+Makan+MAROS/data=!4m7!3m6!1s0x2d99bb88b624a0a3:0x1866254ff6473108!8m2!3d-3.5215966!4d122.1165847!16s%2Fg%2F11by_dvc_b!19sChIJo6Aktoi7mS0RCDFH9k8lZhg?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Konawe Utara,$$,,Accepts reservations,,,,,,,,
Sari laut Dinda's,1.0,2 reviews,Nasi restaurant,"Jl. Poros Bungku Sel. - Kendari No.16, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:085240885558, 4PM to 1AM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5165643, 122.1102484",https://www.google.com/maps/place/Sari+laut+Dinda's/data=!4m7!3m6!1s0x2d99bd3d724612d5:0xcb4ae51b22eb73da!8m2!3d-3.5165643!4d122.1102484!16s%2Fg%2F11pgkvf8by!19sChIJ1RJGcj29mS0R2nPrIhvlSss?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
RM Pangkep Lampu Merah Wanggudu,4.2,45 reviews,Restaurant,"F4M5+JW5, Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",phone:tel:081314163290, Open 24 hours,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5159788, 122.1098551",https://www.google.com/maps/place/RM+Pangkep+Lampu+Merah+Wanggudu/data=!4m7!3m6!1s0x2d99bd39790dcadd:0xfe81f36350905fb1!8m2!3d-3.5159788!4d122.1098551!16s%2Fg%2F11lgm4z90p!19sChIJ3coNeTm9mS0RsV-QUGPzgf4?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, North Konawe ,,,,,,,,,,,
Sepuluh Dua Coffee and Car Wash,4.3,26 reviews,Restaurant,"F49P+6X, Lamondowo, Andowia, North Konawe Regency, South East Sulawesi ",phone:tel:082386048664, 10AM to 11:30PM,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5319542, 122.1374895",https://www.google.com/maps/place/Sepuluh+Dua+Coffee+and+Car+Wash/data=!4m7!3m6!1s0x2d99bb967ca61831:0xf4e1668dd2c2b1b2!8m2!3d-3.5319542!4d122.1374895!16s%2Fg%2F11py_kp06h!19sChIJMRimfJa7mS0RsrHC0o1m4fQ?authuser=0&hl=en&rclk=1,, North Konawe ,,https://sepuluh-dua-coffee-and-car-wash.business.site/?m=true,Accepts reservations,,,,,,,,
Rm. Ambo Dalle 77,,,Restaurant,"Molawe, North Konawe Regency, South East Sulawesi ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6124337, 122.1965022",https://www.google.com/maps/place/Rm.+Ambo+Dalle+77/data=!4m7!3m6!1s0x2d99afc832c9b239:0x7a990a6788cfe572!8m2!3d-3.6124337!4d122.1965022!16s%2Fg%2F11rhdl0f_4!19sChIJObLJMsivmS0RcuXPiGcKmXo?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, North Konawe ,,,,,,,,,,,
RM PUTRI MAROS,5.0,3 reviews,Restaurant,"F4H7+GM4, Jl. Poros Bungku Sel. - Kendari, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.521238, 122.1141975",https://www.google.com/maps/place/RM+PUTRI+MAROS/data=!4m7!3m6!1s0x2d99bb576d3e35bb:0xe2ae99d842d05f70!8m2!3d-3.521238!4d122.1141975!16s%2Fg%2F11q8x6dn8z!19sChIJuzU-bVe7mS0RcF_QQtiZruI?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rumah makan simpang ampat,,,Brunch restaurant,"F4M5+VX6, Jl. Poros Bungku Sel. - Kendari, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5153424, 122.1098888",https://www.google.com/maps/place/Rumah+makan+simpang+ampat/data=!4m7!3m6!1s0x2d99bd81199b5aff:0x347fab2b14165cf0!8m2!3d-3.5153424!4d122.1098888!16s%2Fg%2F11rwp3s09v!19sChIJ_1qbGYG9mS0R8FwWFCurfzQ?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rumah Makan Padang,5.0,1 review,Padang restaurant,"samping rumah makan maros, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:082346637170, 9AM to 11PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5218564, 122.1166943",https://www.google.com/maps/place/Rumah+Makan+Padang/data=!4m7!3m6!1s0x2d99bbe92f8aaa81:0x53c8cacc3d020865!8m2!3d-3.5218564!4d122.1166943!16s%2Fg%2F11fj32jln_!19sChIJgaqKL-m7mS0RZQgCPczKyFM?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rumah Makan Den Jaya,5.0,1 review,Padang restaurant,"F4M6+R24, Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",, 7AM to 3PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5154802, 122.1100813",https://www.google.com/maps/place/Rumah+Makan+Den+Jaya/data=!4m7!3m6!1s0x2d99bd4f3606fc17:0xfb3cb4c639640daf!8m2!3d-3.5154802!4d122.1100813!16s%2Fg%2F11g_x1vt5q!19sChIJF_wGNk-9mS0Rrw1kOca0PPs?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, North Konawe ,,,,,,,,,,,
Warung makan EDT Jogja,,,Brunch restaurant,"Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",phone:tel:081227568953,,No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5106433, 122.1056484",https://www.google.com/maps/place/Warung+makan+EDT+Jogja/data=!4m7!3m6!1s0x2d99bd867ea708d5:0x99d72c969100e8cc!8m2!3d-3.5106433!4d122.1056484!16s%2Fg%2F11lrc95058!19sChIJ1Qinfoa9mS0RzOgAkZYs15k?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Nasi kuning sambal perantau,,,Nasi restaurant,"F25Q+PHJ, Mataiwoi, Andowia, North Konawe Regency, South East Sulawesi 93356 ",phone:tel:085259589353,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5406692, 122.0388751",https://www.google.com/maps/place/Nasi+kuning+sambal+perantau/data=!4m7!3m6!1s0x2d99b97ca6076789:0xe7c36e828fee49a1!8m2!3d-3.5406692!4d122.0388751!16s%2Fg%2F11rxvv8pxg!19sChIJiWcHpny5mS0RoUnuj4Juw-c?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Bakso Sejati,4.4,28 reviews,Bakso restaurant,"F4P7+453, Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",, 7AM to 3PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5147292, 122.1129198",https://www.google.com/maps/place/Bakso+Sejati/data=!4m7!3m6!1s0x2d99bd22c9b734e1:0x42f28d8002acccf0!8m2!3d-3.5147292!4d122.1129198!16s%2Fg%2F11h37n061x!19sChIJ4TS3ySK9mS0R8MysAoCN8kI?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, North Konawe ,,,,,,,,,,,
Rumah yumran runda,,,Nasi restaurant,"P76X+9GM, Lameruru, Langgikima, North Konawe Regency, South East Sulawesi ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.2890396, 122.2987885",https://www.google.com/maps/place/Rumah+yumran+runda/data=!4m7!3m6!1s0x2d99838a89980d03:0x5e2f6e266cb6a7ea!8m2!3d-3.2890396!4d122.2987885!16s%2Fg%2F11tfw23m4p!19sChIJAw2YiYqDmS0R6qe2bCZuL14?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
"Warung Makan Padang ""Rumah Panggung""",5.0,1 review,Indonesian restaurant,"M62R+VFM, Upt. Morombo/Tobimeita, Langgikima, North Konawe Regency, South East Sulawesi ",,,Takeaway | Dine-in,Halal food,,Good for kids | Toilets,Casual | Cosy,Groups,,"-3.3477809, 122.2411682",https://www.google.com/maps/place/Warung+Makan+Padang+%22Rumah+Panggung%22/data=!4m7!3m6!1s0x2d999bbc1f78914f:0xf7ace5f7b45833fd!8m2!3d-3.3477809!4d122.2411682!16s%2Fg%2F11s99f8q1h!19sChIJT5F4H7ybmS0R_TNYtPflrPc?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Warung Makan Cahaya Molawe,4.1,19 reviews,Restaurant,"95PX+9MW, Molawe, North Konawe Regency, South East Sulawesi 93352 ",phone:tel:08114001984, 8AM to 6PM,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6140066, 122.1992052",https://www.google.com/maps/place/Warung+Makan+Cahaya+Molawe/data=!4m7!3m6!1s0x2d99afb671d17395:0x10d8d2c35ce860d5!8m2!3d-3.6140066!4d122.1992052!16s%2Fg%2F11cs0b3qrp!19sChIJlXPRcbavmS0R1WDoXMPS2BA?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, North Konawe ,$,,,,,,,,,,
Black Coffee Paste,4.5,28 reviews,Brunch restaurant,"Lamondowo, Andowia, North Konawe Regency, South East Sulawesi 93353 ",phone:tel:082333528270, 5:30AM to 9:30PM,Outdoor seating | Kerbside pickup | Takeaway | Dine-in,Coffee | Halal food,Breakfast | Brunch | Lunch | Dinner | Dessert,High chairs | Toilets,Casual | Cosy,Groups,Cash only,"-3.5352039, 122.1380135",https://www.google.com/maps/place/Black+Coffee+Paste/data=!4m7!3m6!1s0x2d99bb0c50270d2b:0xb6a99c801e000c23!8m2!3d-3.5352039!4d122.1380135!16s%2Fg%2F11f5kx6sy9!19sChIJKw0nUAy7mS0RIwwAHoCcqbY?authuser=0&hl=en&rclk=1,, North Konawe ,,,Accepts reservations,,Live music,,,,,,
Alisya nasi kuning,,,Breakfast restaurant,"F45Q+929, Jl. Poros Bungku Sel. - Kendari, Lahimbua, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:085340419660,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5415781, 122.1376222",https://www.google.com/maps/place/Alisya+nasi+kuning/data=!4m7!3m6!1s0x2d99bbb79ce56b0f:0xfcdc38c8977c64f9!8m2!3d-3.5415781!4d122.1376222!16s%2Fg%2F11lgymfxc5!19sChIJD2vlnLe7mS0R-WR8l8g43Pw?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park,  Konawe Utara,,,,,,,,,,,
Warung Keyla,,,Diner,"F4P6+4QM, Unnamed Road, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5146522, 122.1119069",https://www.google.com/maps/place/Warung+Keyla/data=!4m7!3m6!1s0x2d99bdbe6ca0dc09:0xf143d04e86ce7bbe!8m2!3d-3.5146522!4d122.1119069!16s%2Fg%2F11f8l2mxv0!19sChIJCdygbL69mS0RvnvOhk7QQ_E?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
Rumah Makan Jabar,,,Diner,"F4G9+XJ2, Jl. Poros Bungku Sel. - Kendari, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.522605, 122.1190201",https://www.google.com/maps/place/Rumah+Makan+Jabar/data=!4m7!3m6!1s0x2d99bbbdcdb1163d:0x423aa4db18db21d7!8m2!3d-3.522605!4d122.1190201!16s%2Fg%2F11j8p7l1l8!19sChIJPRaxzb27mS0R1yHbGNukOkI?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
