title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
SATE AYAM & DAGING SAPI,5.0,1 review,Indonesian restaurant,"JRG2+57F, Mulyasari, Binong, Subang Regency, West Java 41253 ",, 4PM to 12AM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.37457, 107.8006687",https://www.google.com/maps/place/SATE+AYAM+%26+DAGING+SAPI/data=!4m7!3m6!1s0x2e6947a1c5caec59:0x37802f09cd93882e!8m2!3d-6.37457!4d107.8006687!16s%2Fg%2F11s643wt2l!19sChIJWezKxaFHaS4RLoiTzQkvgDc?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Seblak terina,,,Breakfast restaurant,"JQJP+MWF, Mulyasari, Binong, Subang Regency, West Java 41253 ",,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,,"-6.3683166, 107.7873095",https://www.google.com/maps/place/Seblak+terina/data=!4m7!3m6!1s0x2e69471c6e16bcdd:0x5230f3fcddb4ca74!8m2!3d-6.3683166!4d107.7873095!16s%2Fg%2F11sxydkfwk!19sChIJ3bwWbhxHaS4RdMq03fzzMFI?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Nasgor & Pecel Lele Bang Jo (Mang Mudakir),,,Restaurant,"JRG2+566, Jl. Raya Jungklang, Mulyasari, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",,,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3745911, 107.800524",https://www.google.com/maps/place/Nasgor+%26+Pecel+Lele+Bang+Jo+(Mang+Mudakir)/data=!4m7!3m6!1s0x2e6947044a4dd2f7:0xf1c4d9728761b433!8m2!3d-6.3745911!4d107.800524!16s%2Fg%2F11ftkrbtt2!19sChIJ99JNSgRHaS4RM7Rhh3LZxPE?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Kedai Bangsin,5.0,1 review,Brunch restaurant,"JQCP+595, Kediri, Binong, Subang Regency, West Java 41253 ",phone:tel:085224262821, 10AM to 8PM,Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.379286, 107.785903",https://www.google.com/maps/place/Kedai+Bangsin/data=!4m7!3m6!1s0x2e69473ed2a2545d:0x8d175e308af94005!8m2!3d-6.379286!4d107.785903!16s%2Fg%2F11rn22w8xx!19sChIJXVSi0j5HaS4RBUD5ijBeF40?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Warung Mamah Esin,,,Nasi restaurant,"Jl. Eyang Soemohardjo No.RT.08, Kediri, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:08990682750, 8AM to 6AM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3807814, 107.7899324",https://www.google.com/maps/place/Warung+Mamah+Esin/data=!4m7!3m6!1s0x2e69479db507e5bf:0xf480f339e3f631b7!8m2!3d-6.3807814!4d107.7899324!16s%2Fg%2F11rb4kbfld!19sChIJv-UHtZ1HaS4RtzH24znzgPQ?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Bu Apiyah,4.7,3 reviews,Nasi restaurant,"JRF2+Q36, Jl. Raya Jungklang, Mulyasari, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",, 5AM to 5PM,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.375597, 107.8001507",https://www.google.com/maps/place/Warung+Nasi+Bu+Apiyah/data=!4m7!3m6!1s0x2e69472392cb2049:0x61de549058a103cb!8m2!3d-6.375597!4d107.8001507!16s%2Fg%2F11fhr7ntp5!19sChIJSSDLkiNHaS4RywOhWJBU3mE?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Utamakan Sarapan Bubur & Soto Ayam,,,Restaurant,"Batangsari, Sukasari, Subang Regency, West Java ",,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,Cash only,"-6.2992223, 107.7542817",https://www.google.com/maps/place/Utamakan+Sarapan+Bubur+%26+Soto+Ayam/data=!4m7!3m6!1s0x2e69437adc364abb:0x6c4e53f74a903a99!8m2!3d-6.2992223!4d107.7542817!16s%2Fg%2F11k5t5tcc_!19sChIJu0o23HpDaS4RmTqQSvdTTmw?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Soto mie Daging khas Bogor,4.0,2 reviews,Restaurant,"Unnamed Road, 41254, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41254 ",, 10AM to 8PM,Kerbside pickup | Delivery | Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.295488, 107.7432831",https://www.google.com/maps/place/Soto+mie+Daging+khas+Bogor/data=!4m7!3m6!1s0x2e6943151f55a413:0x3f8312b1b75d2188!8m2!3d-6.295488!4d107.7432831!16s%2Fg%2F11mn6jnwd9!19sChIJE6RVHxVDaS4RiCFdt7ESgz8?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Ibu encum's restaurant,4.7,3 reviews,Restaurant,"Jalan dukuh marjim/Tj. Baru, Ciasem Tengah, Kec. Ciasem, Kabupaten Subang, Jawa Barat ",phone:tel:087760631580, 7AM to 1PM,Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3220015, 107.6976673",https://www.google.com/maps/place/Ibu+encum's+restaurant/data=!4m7!3m6!1s0x2e69424369990d29:0x106401d3d6a0af77!8m2!3d-6.3220015!4d107.6976673!16s%2Fg%2F11dzzhy7nn!19sChIJKQ2ZaUNCaS4Rd6-g1tMBZBA?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Mie ayam & bakso,,,Restaurant,"Tanjungkerta Rt 10/03, Gandasari, Kec. Cikaum, Kabupaten Subang, Jawa Barat 41253 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3953829, 107.7411098",https://www.google.com/maps/place/Mie+ayam+%26+bakso/data=!4m7!3m6!1s0x2e6941305e925f5b:0x750e9d4a33276152!8m2!3d-6.3953829!4d107.7411098!16s%2Fg%2F11n0ln_gk4!19sChIJW1-SXjBBaS4RUmEnM0qdDnU?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Ridho Ilahi,4.7,13 reviews,Nasi restaurant,"MPVG+JQM, Jl. Nasional 1, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41256 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.305908, 107.7269158",https://www.google.com/maps/place/Warung+Nasi+Ridho+Ilahi/data=!4m7!3m6!1s0x2e6943c421b7da67:0xda3bb265a94457ea!8m2!3d-6.305908!4d107.7269158!16s%2Fg%2F11k0hh5j3d!19sChIJZ9q3IcRDaS4R6ldEqWWyO9o?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Subang,,,,,,,,,,,
Nasi Goreng Tikungan 86,3.7,3 reviews,Nasi goreng restaurant,"dsn.sukajaya rt 10/04, Batangsari, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41254 ",phone:tel:083816419924, 9AM to 3AM,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3073193, 107.7557475",https://www.google.com/maps/place/Nasi+Goreng+Tikungan+86/data=!4m7!3m6!1s0x2e69437334acb4b9:0xd10ef6a08cb37da2!8m2!3d-6.3073193!4d107.7557475!16s%2Fg%2F11fnvyfbv1!19sChIJubSsNHNDaS4Ron2zjKD2DtE?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Sate Kambing Kang Sule,,,Satay restaurant,"JQ9R+P4W, Jl. Eyang Soemohardjo, Kediri, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:089504056112, 5:30 to 10PM,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3806276, 107.7903288",https://www.google.com/maps/place/Sate+Kambing+Kang+Sule/data=!4m7!3m6!1s0x2e6947abfb8f4d47:0x7b5a561caa05c5a6!8m2!3d-6.3806276!4d107.7903288!16s%2Fg%2F11fs2556sj!19sChIJR02P-6tHaS4RpsUFqhxWWns?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Riana,,,Indonesian restaurant,"Jl. Ps. Wates No.46, Kediri, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,"-6.3812311, 107.7969947",https://www.google.com/maps/place/Riana/data=!4m7!3m6!1s0x2e6946e4e5258301:0x5f0a43bc7ead7058!8m2!3d-6.3812311!4d107.7969947!16s%2Fg%2F11bc7qg072!19sChIJAYMl5eRGaS4RWHCtfrxDCl8?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Baso Nasi Soto Mie Ayam Nasgor,1.0,1 review,Restaurant,"Sukasari, Subang Regency, West Java ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.2907038, 107.7890377",https://www.google.com/maps/place/Baso+Nasi+Soto+Mie+Ayam+Nasgor/data=!4m7!3m6!1s0x2e6944eb6b09140d:0xa864274ad7702ae2!8m2!3d-6.2907038!4d107.7890377!16s%2Fg%2F11k5t6j0ph!19sChIJDRQJa-tEaS4R4ipw10onZKg?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Rm Minang Tanamo,,,Padang restaurant,"MPWJ+9J6, Jl. Suma, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41256 ",phone:tel:081312200991,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,,Cash only,"-6.3040897, 107.7315083",https://www.google.com/maps/place/Rm+Minang+Tanamo/data=!4m7!3m6!1s0x2e694359a8413085:0xd97ab378062050df!8m2!3d-6.3040897!4d107.7315083!16s%2Fg%2F11hz6q3z7c!19sChIJhTBBqFlDaS4R31AgBnizetk?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Dinar Barokah,4.3,77 reviews,Nasi restaurant,"Mandalawangi, Sukasari, Subang Regency, West Java ",,,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.3048834, 107.7308625",https://www.google.com/maps/place/Warung+Nasi+Dinar+Barokah/data=!4m7!3m6!1s0x2e694308d902b42b:0xd2eaa58b6093a272!8m2!3d-6.3048834!4d107.7308625!16s%2Fg%2F11hhyv3zsv!19sChIJK7QC2QhDaS4RcqKTYIul6tI?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Ayam kalasan,,,Chicken restaurant,"Kediri, Binong, Subang Regency, West Java 41253 ",, 9 to 11AM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,,"-6.3838209, 107.7887319",https://www.google.com/maps/place/Ayam+kalasan/data=!4m7!3m6!1s0x2e6947586dcfc331:0xd6d270f8b1e900b2!8m2!3d-6.3838209!4d107.7887319!16s%2Fg%2F11rvh4fvvf!19sChIJMcPPbVhHaS4RsgDpsfhw0tY?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Nasgor zldny,,,Nasi goreng restaurant,"MPXR+4CM, Jl. Raya Ciasem Subang, Sukamaju, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41254 ",,,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3021601, 107.7410383",https://www.google.com/maps/place/Nasgor+zldny/data=!4m7!3m6!1s0x2e694375498c62a5:0x98032756845d5b5b!8m2!3d-6.3021601!4d107.7410383!16s%2Fg%2F11fmyqg20v!19sChIJpWKMSXVDaS4RW1tdhFYnA5g?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Bu Halimah,,,Nasi uduk restaurant,"kp. krajan 3 rt14/03, Kediri, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",, 4:30AM to 12PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.3794769, 107.7865836",https://www.google.com/maps/place/Warung+Nasi+Bu+Halimah/data=!4m7!3m6!1s0x2e694735c93a8c4f:0x82a1b6550567fafc!8m2!3d-6.3794769!4d107.7865836!16s%2Fg%2F11q3tpvyrp!19sChIJT4w6yTVHaS4R_PpnBVW2oYI?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Pecel Lele Nasi Goreng,4.3,40 reviews,Restaurant,"Ciasem Tengah, Ciasem, Subang Regency, West Java ",,,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food | Late-night food,Dinner | Seating,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3221533, 107.6854129",https://www.google.com/maps/place/Pecel+Lele+Nasi+Goreng/data=!4m7!3m6!1s0x2e69426f40909ab5:0xa87ecc5f6e39765c!8m2!3d-6.3221533!4d107.6854129!16s%2Fg%2F11hrlzhcy2!19sChIJtZqQQG9CaS4RXHY5bl_Mfqg?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating, Subang ,,,,,,,,,,,
T72 Warnas,,,Nasi restaurant,"MQXR+GP2, Sukareja, Sukasari, Subang Regency, West Java 41254 ",, Open 24 hours,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.3012413, 107.7917653",https://www.google.com/maps/place/T72+Warnas/data=!4m7!3m6!1s0x2e6945616ffba42b:0x25f84c817b09ff83!8m2!3d-6.3012413!4d107.7917653!16s%2Fg%2F11lgp2tp_0!19sChIJK6T7b2FFaS4Rg_8Je4FM-CU?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Seblak prapatan,,,Seblak restaurant,"MP4H+23X, Unnamed Road, Jatibaru, Kec. Ciasem, Kabupaten Subang, Jawa Barat 41256 ",phone:tel:082316591984, Closed,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.3448869, 107.7277285",https://www.google.com/maps/place/Seblak+prapatan/data=!4m7!3m6!1s0x2e6943e9abe39c85:0x9ad0ce8ff3adc3c1!8m2!3d-6.3448869!4d107.7277285!16s%2Fg%2F11fpkknspw!19sChIJhZzjq-lDaS4RwcOt84_O0Jo?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Rumah Makan Makmur Jaya,4.3,236 reviews,Restaurant,"MPWQ+Q86, Jl. Raya Pamanukan, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41256 ",, Open 24 hours,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food | Kids' menu | Late-night food,Breakfast | Lunch | Dinner | Dessert | Seating,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.3030796, 107.7382507",https://www.google.com/maps/place/Rumah+Makan+Makmur+Jaya/data=!4m7!3m6!1s0x2e69430c97a2329d:0x588dbf60dfd7891f!8m2!3d-6.3030796!4d107.7382507!16s%2Fg%2F11cmxxlhxw!19sChIJnTKilwxDaS4RH4nX32C_jVg?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Subang,$$,,,,,,,,,,
Ma ami/bp kasnadi,5.0,1 review,Nasi restaurant,"MRH3+VQR, Gg. Melati, Gardumukti, Kec. Tambakdahan, Kabupaten Subang, Jawa Barat 41253 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3202608, 107.804406",https://www.google.com/maps/place/Ma+ami%2Fbp+kasnadi/data=!4m7!3m6!1s0x2e69452cf688e081:0x303a3365c1b4897f!8m2!3d-6.3202608!4d107.804406!16s%2Fg%2F11q2wzwpz5!19sChIJgeCI9ixFaS4Rf4m0wWUzOjA?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
🤗 KEDAI S-S 🤗,,,Brunch restaurant,"AH2, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41256 ",phone:tel:082115827375, 9AM to 9PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3055158, 107.7297791",https://www.google.com/maps/place/%F0%9F%A4%97+KEDAI+S-S+%F0%9F%A4%97/data=!4m7!3m6!1s0x2e6943ccb5608b5d:0x638380d75fdd26df!8m2!3d-6.3055158!4d107.7297791!16s%2Fg%2F11qp3yfbl9!19sChIJXYtgtcxDaS4R3ybdX9eAg2M?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Nasi Kuning #NYI_INOH,5.0,1 review,Nasi restaurant,"Sukareja, Sukasari, Subang Regency, West Java 41254 ",, 1 to 10:30PM,Outdoor seating | Delivery | Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner | Seating,Good for kids | Toilets | Paid Wi-Fi,Casual | Cosy,Family friendly,Cash only,"-6.3074493, 107.7940311",https://www.google.com/maps/place/Nasi+Kuning+%23NYI_INOH/data=!4m7!3m6!1s0x2e694503361fea5f:0x93d12e987c6ab698!8m2!3d-6.3074493!4d107.7940311!16s%2Fg%2F11q1cyws18!19sChIJX-ofNgNFaS4RmLZqfJgu0ZM?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park, Subang ,,,,,,,,,,,
RM Nikki 3,4.0,248 reviews,Padang restaurant,"MPWJ+4GV, Jl. Raya Pantura, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41256 ",, Open 24 hours,,,,,,,,"-6.304629, 107.7313018",https://www.google.com/maps/place/RM+Nikki+3/data=!4m7!3m6!1s0x2e69430925be754b:0xf28c787a7e3c5e09!8m2!3d-6.304629!4d107.7313018!16s%2Fg%2F11b6zl963n!19sChIJS3W-JQlDaS4RCV48fnp4jPI?authuser=0&hl=en&rclk=1,,  Subang,$$,,,,,,,,,,
warung nasi putri,,,Nasi restaurant,"PQ3G+25W, Sukasari, Subang Regency, West Java 41254 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.2973978, 107.775465",https://www.google.com/maps/place/warung+nasi+putri/data=!4m7!3m6!1s0x2e69449aaaaaaaab:0x21f47c9a6a417981!8m2!3d-6.2973978!4d107.775465!16s%2Fg%2F11fy_25gx2!19sChIJq6qqqppEaS4RgXlBapp89CE?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Kedai Mie Ayam Baso Mg Iin,5.0,2 reviews,Restaurant,"JP4W+8HC, West Tanjungsari, Cikaum, Subang Regency, West Java 41253 ",phone:tel:082240776851, 9 to 11AM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3941907, 107.746385",https://www.google.com/maps/place/Kedai+Mie+Ayam+Baso+Mg+Iin/data=!4m7!3m6!1s0x2e6941e444ac9651:0x754e5e80de6e0e63!8m2!3d-6.3941907!4d107.746385!16s%2Fg%2F11h8fts62b!19sChIJUZasRORBaS4RYw5u3oBeTnU?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Nasgor zidny,4.5,2 reviews,Nasi goreng restaurant,"Jalan Prapatan simpang No.rt.04, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41256 ",,,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,,Cash only,"-6.3078075, 107.7186634",https://www.google.com/maps/place/Nasgor+zidny/data=!4m7!3m6!1s0x2e6943b63257e431:0x94cb14d6821181bb!8m2!3d-6.3078075!4d107.7186634!16s%2Fg%2F11hzx41_09!19sChIJMeRXMrZDaS4Ru4ERgtYUy5Q?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Delima Pedesan Entog & Sup Jando,4.3,59 reviews,Restaurant,"Tanjungsari Timur cikaum, Tanjungsari Tim., Subang, Jawa Barat, 41253 ",phone:tel:085222684441, 6AM to 7PM,Outdoor seating | Takeaway | Dine-in,All you can eat | Coffee | Halal food | Kids' menu,Lunch | Catering | Dessert | Seating,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.3965557, 107.7570294",https://www.google.com/maps/place/Warung+Nasi+Delima+Pedesan+Entog+%26+Sup+Jando/data=!4m7!3m6!1s0x2e6940d165940c63:0x52ff9249a0700d!8m2!3d-6.3965557!4d107.7570294!16s%2Fg%2F11b6nr8d20!19sChIJYwyUZdFAaS4RDXCgSZL_UgA?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,,$,,Accepts reservations,,,,,,,,
Warung Makan Yayu Eri,4.0,4 reviews,Nasi restaurant,"Jl. Raya Batang Sari, Sukamaju, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41254 ",phone:tel:0895326748043, 8:30AM to 5PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.2944905, 107.7523489",https://www.google.com/maps/place/Warung+Makan+Yayu+Eri/data=!4m7!3m6!1s0x2e69438fe3136b79:0xa3753b61bb2ad2c3!8m2!3d-6.2944905!4d107.7523489!16s%2Fg%2F11l8t0gyn6!19sChIJeWsT449DaS4Rw9Iqu2E7daM?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Bakso bpa tama,4.5,2 reviews,Bakso restaurant,"JP8X+H5C, Unnamed Road, Jl. Raya Koret Ampera, Gandasari, Kec. Cikaum, Kabupaten Subang, Jawa Barat 41253 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3835546, 107.7478763",https://www.google.com/maps/place/Bakso+bpa+tama/data=!4m7!3m6!1s0x2e69415034ea83b7:0x943a366e2ef0a9aa!8m2!3d-6.3835546!4d107.7478763!16s%2Fg%2F11j1j4v62q!19sChIJt4PqNFBBaS4RqqnwLm42OpQ?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
"Warung Nasi ""Rossa&Kayla""",5.0,1 review,Nasi restaurant,"Jl. Nasional No.1, Mandalawangi, Sukasari, Mandalawangi, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41256 ",phone:tel:085224485550,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.3075556, 107.7181702",https://www.google.com/maps/place/Warung+Nasi+%22Rossa%26Kayla%22/data=!4m7!3m6!1s0x2e6943d3d335ac91:0xe168af009ce3b0af!8m2!3d-6.3075556!4d107.7181702!16s%2Fg%2F11f66c52bn!19sChIJkaw109NDaS4Rr7DjnACvaOE?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Bubur Ayam & Soto Ayam Mang Acong,,,Restaurant,"Mariuk, Tambakdahan, Subang Regency, West Java ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.3189595, 107.821626",https://www.google.com/maps/place/Bubur+Ayam+%26+Soto+Ayam+Mang+Acong/data=!4m7!3m6!1s0x2e6945b08b93937d:0x453e8bdd9ec062c8!8m2!3d-6.3189595!4d107.821626!16s%2Fg%2F11fqhsv37t!19sChIJfZOTi7BFaS4RyGLAnt2LPkU?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
rumah bakso mas black,5.0,1 review,Bakso restaurant,"Jl. Ps. Wates, Kediri, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:085222921243,,Delivery | Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3801519, 107.7958289",https://www.google.com/maps/place/rumah+bakso+mas+black/data=!4m7!3m6!1s0x2e6947a1c3ff51c7:0x25be5f63f695ac88!8m2!3d-6.3801519!4d107.7958289!16s%2Fg%2F11s3xhvsd9!19sChIJx1H_w6FHaS4RiKyV9mNfviU?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Zhi-Win,3.5,2 reviews,Nasi restaurant,"Jl. Raya Tambaksari No.16, Tambakdahan, Kec. Tambakdahan, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:089672948244, 9AM to 5PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.3508395, 107.8152051",https://www.google.com/maps/place/Warung+Nasi+Zhi-Win/data=!4m7!3m6!1s0x2e69467e94c2bff9:0xc9db1380a37d0fff!8m2!3d-6.3508395!4d107.8152051!16s%2Fg%2F11d_363g57!19sChIJ-b_ClH5GaS4R_w99o4AT28k?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Subang,,,,,,,,,,,
Rusta,,,Bakso restaurant,"Jl. Ps. Wates No.45, Kediri, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:085320193651,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3812311, 107.7969947",https://www.google.com/maps/place/Rusta/data=!4m7!3m6!1s0x2e6946e4e5258301:0x5e85002b0e9d4878!8m2!3d-6.3812311!4d107.7969947!16s%2Fg%2F11bc7s0czs!19sChIJAYMl5eRGaS4ReEidDisAhV4?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Bakso & mie ayam yaumy,,,Restaurant,"Jl. M. Tjetje Dzakaria No.2, Rancasari, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254 ",, 9AM to 9PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.2919615, 107.8138805",https://www.google.com/maps/place/Bakso+%26+mie+ayam+yaumy/data=!4m7!3m6!1s0x2e694544a2c06ae5:0xd0483d8d422cff32!8m2!3d-6.2919615!4d107.8138805!16s%2Fg%2F11hdqp5m2x!19sChIJ5WrAokRFaS4RMv8sQo09SNA?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Jagonya dimsum,5.0,1 review,Dumpling restaurant,"Jl. Ion Martasasmita No.444, Pamanukan, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254 ",phone:tel:085221616241,,Delivery | Takeaway | Dine-in,Halal food | Kids' menu,,Good for kids,Casual | Cosy,Groups,,"-6.2908123, 107.8205596",https://www.google.com/maps/place/Jagonya+dimsum/data=!4m7!3m6!1s0x2e6945b896566ef1:0x2f33a28b68d033e5!8m2!3d-6.2908123!4d107.8205596!16s%2Fg%2F11qnt413p3!19sChIJ8W5WlrhFaS4R5TPQaIuiMy8?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Soto Empal Babat & Kikil,4.0,1 review,Restaurant,"MMGM+9CH, Ciasembaru, Ciasem, Subang Regency, West Java 41256 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Cosy,,Cash only,"-6.3240607, 107.6835942",https://www.google.com/maps/place/Warung+Nasi+Soto+Empal+Babat+%26+Kikil/data=!4m7!3m6!1s0x2e694397d437b819:0xd225c9eba3fbdfee!8m2!3d-6.3240607!4d107.6835942!16s%2Fg%2F11j0qwnkyt!19sChIJGbg31JdDaS4R7t_7o-vJJdI?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance, Subang ,,,,,,,,,,,
